Núm.,Tipo,Estado,Descripción,Usuario Reporta,Solicitado a,Auditor Global,Proceso,Fecha de Creación,Fecha Cierre,Norma y Numeral,Acción Eficaz,Acción Correctiva,%Avance Eficaz,%Avance Plan de Acciones
1826,No Conformidad,Abierta,"9. El prestador de servicios de salud cuenta con un procedimiento de consentimiento informado que incluye mecanismos para verificar su aplicación, para que el paciente o usuario o su responsable aprueben o no documentalmente el procedimiento e intervención en salud a que va a ser sometido, previa información de los beneficios, riesgos, alternativas e implicaciones del acto asistencial: Se evidencia que el prestador de servicios de salud cuenta con un Manual de Consentimiento Informado que inclu...",Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1827,No Conformidad,Abierta,"11. Cuenta con los siguientes registros, cuando los prestadores de servicios de salud realicen el proceso de esterilización dentro del servicio y fuera de centrales de esterilización: 11.1. Actividades documentadas y realizadas en el procedimiento de reúso de dispositivos médicos acorde con las recomendaciones del fabricante, incluyendo el número de reúsos por cada dispositivo esterilizado: El prestador cuenta con documento "" política reusó de dispositivos en odontología y no reusó en dispositi...",Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1828,No Conformidad,Abierta,11.2. Registro de crgas: No se evidencia descrito registro de que se esteriliza en cada carga.,Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1829,No Conformidad,Abierta,11.3. Resultados del control de calidad: No se evidencian resultados del control de calidad.,Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1830,No Conformidad,Abierta,11.4. Listas del contenido de los paquetes que se esterilizan: No se evidencia descrito listas del contenido de los paquetes que se esterilizan.,Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1831,No Conformidad,Abierta,11.5. Etiquetado de cada paquete que permita la trazabilidad de la esterilización: No se evidencia etiquetado de cada paquete que permita la trazabilidad de la esterilización.,Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1832,No Conformidad,Abierta,"10.2. Mínimo una (1) unidad sanitaria de uso mixto, apta para personas con movilidad reducida cuando el prestador cuente con hasta dos consultorios o ambientes de entrevista: La E.S.E. Empresa Social del Estado del Suroriente. unidad de atención en salud, San Juan de Villalobos, no cuenta con unidad sanitaria de uso mixto apta para personas con movilidad reducida.",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1833,No Conformidad,Abierta,24.3. Equipo de órganos de los sentidos: No cuenta con equipo de órgano.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1834,No Conformidad,Abierta,24.6. Martillo de reflejos: No cuenta con martillo de reflejos.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1835,No Conformidad,Abierta,24.8. Cinta métrica: No cuenta con cinta métrica.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1836,No Conformidad,Abierta,"24.9. Báscula grado médico o pesa bebé, según la oferta del servicio: No cuenta con grado médico.",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1837,No Conformidad,Abierta,"25. El prestador de servicios de salud cuenta con la dotación necesaria para realizar los procedimientos documentados en el estándar de procesos prioritarios: Cuenta con documento “salida extramural” donde de describen los equipos que utilizan para las jordanas extramurales, pero al momento de verificar no se evidencian todos los equipos.",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1838,No Conformidad,Abierta,"MODALIDADES INTRAMURAL, EXTRAMURAL UNIDAD MÓVIL, JORNADA DE SALUD Y DOMICILIARIA 32. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con todos los criterios que sean aplicables a todos los servicios.",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1839,No Conformidad,Abierta,"35. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuando se realicen procedimientos. cuenta con la siguiente información documentada: 35.1. Procedimientos que se pueden realizar, incluyendo aquellos que requieran anestesia local y no impliquen anestesia regional ni general: Cuentan listado de procedimiento que ejecutan por el personal medico, los cuales son retiro de inserción de implante subdermico, lavado de oídos, suturas, lavado de ocular, sonda ves...",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1840,No Conformidad,Abierta,35.2. Información al paciente sobre: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1841,No Conformidad,Abierta,35.2.1. Preparación. 35.2.2. Recomendaciones post procedimiento35.2.3. Controles.35.2.4. Posibles complicaciones: Los documentos presentados por el prestador no cuentan con todas la especificaciones solicitadas.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1842,No Conformidad,Abierta,"23. El consultorio odontológico cuenta con: 23.1. Unidad odontológica fija: En visita de verificación se evidencia que la unidad odontológica cuenta con oxido, además no cuenta con presión para la salida de agua.",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1843,No Conformidad,Abierta,23.3. Negatoscopio cuando se requiera o sistema de visualización según la tecnología utilizada por el prestador: No cuenta con sistema de visualización.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1844,No Conformidad,Abierta,26.2. Lámpara de fotocurado o amalgamador según la oferta del servicio: No cuenta con Lámpara de fotocurado o amalgamador.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1845,No Conformidad,Abierta,26.3. Negatoscopio cuando se requiera o sistema de visualización según la tecnologla utilizada por el prestador: No cuenta con negatoscopio o sistema de visualización.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1846,No Conformidad,Abierta,27. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con todos los criterios que sean aplicables a todos los servicios.,Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1847,No Conformidad,Abierta,"MODALIDADES INTRAMURAL, EXTRAMURAL UNIDAD MÓVIL, JORNADA DE SALUD Y DOMICILIARIA 32. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con todos los criterios que sean aplicables a todos los servicios.",Administrador,calidad,,Gestión de Recursos,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1848,No Conformidad,Abierta,"35.1. Procedimientos que se pueden realizar, incluyendo aquellos que requieran anestesia local y no impliquen anestesia regional ni general: El prestador cuenta con documento "" procedimiento anestesia odontológica con código PT-MIOD-29 versión 1 del año 2024 "", se recomienda realizar la socialización del documento con el personal del área y su medición de adherencia.",Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1849,No Conformidad,Abierta,"35.2. Información al paciente sobre: 35.2.1. Preparación. 35.2.2. Recomendaciones post procedimiento. 35.2.3. Controles: El prestador cuenta con documento "" procedimiento anestesia odontológica con código PT-MIOD-29 versión 1 del año 2024"", No se evidencia socialización ni medición de adherencia al documento institucional.",Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1850,No Conformidad,Abierta,"MODALIDADES INTRAMURAL, EXTRAMURAL UNIDAD MÓVIL, JORNADA DE SALUD Y DOMICILIARIA 41. Cumple con los criterios que le sean aplicables de todos los servicios: EL prestador no cumple con los criterios que sean aplicables a todo los servicios.",Administrador,calidad,,Misionales,21/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1647,No Conformidad,Abierta,"6. El talento humano en salud de los servicios de atención del parto, cuidado intensivo y cuidado intermedio neonatal, pediátrico y adultos, cuentan con constancia de asistencia en las acciones de formación continua para la gestión del duelo. No todo el talento humano del servicio de atención del parto cuenta con constancia de asistencia en las acciones de formación continua para la gestión del duelo.",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1648,No Conformidad,Abierta,"8. Los profesionales de la medicina de los servicios de hospitalización de baja, mediana y alta complejidad, hospitalización paciente crónico con y sin ventilador, cuidados intensivos neonatales, pediátricos y adultos; urgencias y servicios del grupo quirúrgico en modalidad intramural, cuentan con certificación vigente de aprobación de la evaluación de competencias esenciales para el cuidado de la donante expedida por el Instituto Nacional de Salud. No todo el talento humano cuenta con c...",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1649,No Conformidad,Abierta,"9.Las Instituciones Prestadoras de Servicios de Salud con servicios de cuidado intensivo pediátrico y adulto que adicionalmente habiliten el servicio quirúrgico de neurocirugía, tienen disponibilidad de coordinador operativo detrasplantes. No aplica, el prestador no oferta los servicios de cuidado intensivo pediátrico y adulto, ni el servicio quirúrgico de neurocirugía",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1650,No Conformidad,Abierta,"10. El talento humano en salud de los servicios de salud de los grupos de consulta externa, internación y el servicio de urgencias, cuentan con constancia de asistencia en las acciones de formación continua en la atención integral en salud de las personas víctimas de violencia sexual. No todo el personal servicios de salud de los grupos de consulta externa, internación y el servicio de urgencias, cuentan con constancia de asistencia en las acciones de formación continua en la atención integra...",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1651,No Conformidad,Abierta,"11. El talento humano en salud de los servicios de transporte asistencial, atención prehospitalaria y urgencias, cuentan con constancia de asistencia en las acciones de formación continua en la atención a personas víctimas de ataques con agentes químicos. No todo el talento humano de los servicios de transporte asistencial, atención prehospitalaria y emergencias, cuentan con constancia de asistencia en las acciones de formación continua en la atención a personas víctimas de ataques con age...",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1652,No Conformidad,Abierta,"43. Los cielo rasos o techos y paredes o muros deben ser impermeables, lavables, sólidos, resistentes a factores ambientales e incombustibles y de superficie lisa y continua. Se evidencian paredes en el servicio de laboratorio clínico que presentan humedades.",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1653,No Conformidad,Abierta,"2. El prestador de servicios de salud garantiza las condiciones técnicas de calidad de los equipos biomédicos, para lo cual cuenta con: 2.1. Programa de mantenimiento preventivo de los equipos biomédicos, que incluya el cumplimiento de las recomendaciones establecidas por el fabricante o de acuerdo con el protocolo de mantenimiento que tenga definido el prestador, éste último cuando no esté definido por el fabricante. El ""Programa de Mantenimiento ESE Suroriente"" está en funcionamiento, ...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1654,No Conformidad,Abierta,"3. El prestador de servicios de salud cuenta con un programa de fabricante, i capacitación en el uso de dispositivos médicos cuando éstos lo requieran, el cual puede ser desarrollado por el mportador o por el mismo prestador. Cuenta con “plan de capacitaciones” donde se evidencia el cronograma de capacitaciones para el año presente se realizará en noviembre de 2024. Se evidencia capacitación en noviembre sobre equipos biomédicos y odontoldgicos. No se evidencia adherencia al personal, en l...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1655,No Conformidad,Abierta,4. La dotación de los servicios de salud está en concordancia con lo definido por el prestador en el estándar de procesos prioritarios. No se evidencia concordancia con la dotación según lo definido por el prestador en el estándar de procesos prioritarios.,Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
